Entity Type,Operating Status,Out of Service Date,Legal Name,DBA Name,Physical Address,Phone,Mailing Address,USDOT Number,State Carrier ID Number,MC/MX/FF Number(s),DUNS Number,Power Units,Drivers,MCS-150 Form Date,MCS-150 Mileage (Year)
CARRIER,ACTIVE,None,GRANITE STATE FRUIT CO INC,,"30 AUBURN STREET
            MANCHESTER, NH   03103",(603) 627-4131,"30 AUBURN STREET
          MANCHESTER, NH   03103",7253,,,--,1,1,03/05/2023,"15,000 (2022)"
CARRIER,ACTIVE,None,ALLARD NAZARIAN GROUP INC,GRANITE STATE MANUFACTURING,"124 JOLIETTE ST
            MANCHESTER, NH   03102-3017",(603) 668-1900,"124 JOLIETTE ST
          MANCHESTER, NH   03102-3017",7254,,,--,1,1,04/14/2023,"39,000 (2022)"
CARRIER,ACTIVE,None,GILLIES & PRITTIE INC,,"18 PARKWAY DRIVE
            SCARBOROUGH, ME   04074",(207) 883-7815,"151 PLEASANT HILL RD
          SCARBOROUGH, ME   04074",7279,,,64-436-215,1,1,09/18/2023,"61,684 (2022)"
CARRIER,ACTIVE,None,STUDENT TRANSPORTATION OF NEW HAMPSHIRE INC,GOFFSTOWN TRUCK CENTER INC,"62 EAST UNION STREET
            GOFFSTOWN, NH   03045",(603) 497-3111,"62 EAST UNION STREET
          GOFFSTOWN, NH   03045",7286,,,64-425-671,605,616,08/09/2022,"548,000 (2021)"
CARRIER,ACTIVE,None,GORHAM OIL INC,,"443 MAIN STREET
            GORHAM, NH   03581",(603) 466-2341,"443 MAIN STREET
          GORHAM, NH   03581",7294,,,--,1,1,05/02/2005,
CARRIER,ACTIVE,None,GALLOWAY TRUCKING INC,,"1 ROADSTONE DRIVE
            PLAISTOW, NH   03865",(603) 231-8869,"ROADSTONE DR PO BOX 809
          PLAISTOW, NH   03865",7301,,,--,9,9,12/29/2022,"15,000 (2021)"
CARRIER,ACTIVE,None,GATE CITY FENCE CO INC,,"11 LEDGE ST
            NASHUA, NH   03060-3116",(603) 883-3217,"11 LEDGE ST
          NASHUA, NH   03060-3116",7305,,,18-947-861,11,9,03/08/2022,"96,000 (2021)"
CARRIER/SHIPPER,ACTIVE,None,WESTERN 66 COMPANY INC,,"607 N 1ST ST
            MULESHOE, TX   79347-2237",(806) 272-4556,"P O BOX 469
          MULESHOE, TX   79347-0469",7327,,,26-866-624,4,3,07/09/2002,0 ()
CARRIER,ACTIVE,None,YELLOWHOUSE MACHINERY CO,YELLOWHOUSE JOHN DEERE,"11500 I 40 EAST
            AMARILLO, TX   79118",(806) 335-1681,"P O BOX 31388
          AMARILLO, TX   79120",7358,,,26-798-231,32,32,08/09/2023,"1,306,991 (2022)"
CARRIER,ACTIVE,None,NIX ELECTRIC CO,TRANSFORMER REPAIR,"720 SE LOOP 289
            LUBBOCK, TX   79404-5816",(806) 745-4165,"720 SE LOOP 289
          LUBBOCK, TX   79404-5816",7376,,,26-795-161,2,2,01/09/2023,"85,021 (2022)"
CARRIER,ACTIVE,None,UNITED FIBERGLASS INC,,"3625 S FM 1258
            AMARILLO, TX   79118",(806) 335-2351,"P O BOX 31628
          AMARILLO, TX   79120-1628",7387,,,58-211-236,3,1,07/12/2022,"30,000 (2019)"
CARRIER,ACTIVE,None,SUPREME FEED MILLS INC,,"600 RAILROAD AVENUE
            SLATON, TX   79364",(806) 777-6511,"POB 520
          SLATON, TX   79364",7425,,,--,5,1,05/15/2008,0 ()
CARRIER,ACTIVE,None,TEX-AIR GAS CO INC,,"2305 JULIAN BLVD
            AMARILLO, TX   79102",(806) 373-1885,"PO BOX 427
          AMARILLO, TX   79105",7448,,,73-834-25,1,2,07/06/2023,"27,472 (2023)"
CARRIER/SHIPPER,ACTIVE,None,THE POTOMAC EDISON COMPANY,POTOMAC EDISON A FIRSTENERGY COMPANY,"10802 BOWER AVENUE
            WILLIAMSPORT, MD   21795",(216) 295-5034,"1910 W MARKET ST FAIR-1 FLEET
          AKRON, OH   44313",7527,,,43-381-565,211,268,03/09/2023,"2,622,000 (2022)"
CARRIER,AUTHORIZED FOR Property,None,ALLIANCE MATERIAL HANDLING INC,,"8320 SHERWICK CT
            JESSUP, MD   20794",(301) 497-2628,"8320 SHERWICK CT
          JESSUP, MD   20794",7528,,MC-1240219,22-619-068,3,3,03/03/2023,"180,000 (2023)"
CARRIER,ACTIVE,None,PARAMOUNT FEED & SUPPLY INC,,"19310 LONGMEADOW RD
            HAGERSTOWN, MD   21742-2805",(301) 733-8150,"19310 LONGMEADOW RD
          HAGERSTOWN, MD   21742-2805",7532,,,22-607-865,18,9,12/06/2022,"269,504 (2019)"
CARRIER,"AUTHORIZED FOR Property, HHG",None,PAXTON VAN LINES INC,,"5300 PORT ROYAL RD
            SPRINGFIELD, VA   22151",(703) 321-7600,"5300 PORT ROYAL RD
          SPRINGFIELD, VA   22151",7543,,"FF-4817
 MC-61481",--,46,24,01/26/2023,"271,900 (2021)"
CARRIER/SHIPPER,ACTIVE,None,PERRY ENGINEERING COMPANY INC,,"1945 MILLWOOD PIKE
            WINCHESTER, VA   22602-4561",(540) 667-4310,"1945 MILLWOOD PIKE
          WINCHESTER, VA   22602-4561",7551,,,78-619-33,27,66,10/03/2023,"36,000 (2022)"
CARRIER,AUTHORIZED FOR Property,None,PENCO CORPORATION,,"1503 W STEIN HWY
            SEAFORD, DE   19973-1198",(302) 629-7911,"P O BOX 690
          SEAFORD, DE   19973-0690",7598,,MC-215514,24-844-18,21,12,10/10/2023,"280,000 (2020)"
CARRIER,ACTIVE,None,PAPEN FARMS INC,,"847 PAPEN LANE
            DOVER, DE   19904",(302) 697-3291,"847 PAPEN LANE
          DOVER, DE   19904",7600,,,44-543-239,3,1,01/05/2023,"18,000 (2022)"
CARRIER,ACTIVE,None,RAY LOGGING COMPANY INC,,"351 MECHANICS VALLEY RD
            NORTHEAST, MD   21901-0526",(443) 907-9853,"P O BOX 526
          NORTHEAST, MD   21901-0526",7622,,,--,4,3,07/13/2023,"46,046 (2020)"
CARRIER,ACTIVE,None,REYBOLD HOMES INC,,"116 E SCOTLAND DRIVE
            BEAR, DE   19701",(302) 834-2544,"114 E SCOTLAND DRIVE
          BEAR, DE   19701",7627,,,57-136-988,6,6,07/28/2022,"42,000 (2021)"
CARRIER,ACTIVE,None,SALISBURY BRICK CO INC,,"MILLS & ISABELLA STS
            SALISBURY, MD   21801",(410) 546-4447,"P O BOX 254
          SALISBURY, MD   21803-0254",7637,,,30-846-47,4,3,07/05/2023,"75,700 (2023)"
CARRIER,ACTIVE,None,TYSON F SARTIN INC,,"4376 KIRKWOOD ST GEORGES RD
            BEAR, DE   19701",(302) 834-4571,"P O BOX 97
          SAINT GEORGES, DE   19733",7641,,,23-630-42,6,5,06/22/2023,"10,000 (2022)"
CARRIER/SHIPPER,ACTIVE,None,SCARBOROUGH OIL CO INC,,"5512 SNOW HILL RD
            SNOW HILL, MD   21863",(410) 632-0151,"P O BOX 334
          SNOW HILL, MD   21863-0334",7645,,,22-680-045,15,7,05/01/2023,"117,760 (2022)"
CARRIER/CARGO TANK,ACTIVE,None,SCHAGRIN GAS CO,,"1000 N BROAD ST
            MIDDLETOWN, DE   19709-1069",(302) 378-2000,"PO BOX 427
          MIDDLETOWN, DE   19709-0427",7646,,,11-013-406,70,43,08/18/2023,"495,220 (2022)"
CARRIER,ACTIVE,None,SHORE DISTRIBUTORS INC,,"807 BROWN ST
            SALISBURY, MD   21804",(410) 749-3121,"PO BOX 2017
          SALISBURY, MD   21802",7663,,,30-978-88,10,6,07/20/2022,"115,000 (2021)"
CARRIER,ACTIVE,None,SHORE PAPER BOX CO INC,,"9821 RIVERTON RD
            MARDELA SPRINGS, MD   21837",(410) 749-7125,"PO BOX 149
          MARDELA SPRINGS, MD   21837",7665,,,30-868-08,1,1,05/12/2022,"4,192 (2021)"
CARRIER,ACTIVE,None,SIMPLER LUMBER & COAL CO,,"RAILROAD AVENUE
            FELTON, DE   19943",(302) 284-4554,"P O BOX A
          FELTON, DE   19943-0600",7672,,,53-272-092,3,2,01/25/2001,0 ()
CARRIER,ACTIVE,None,SOUTHERN STATES SMYRNA CLAYTON COOP,,"227 SCHOOL LANE
            CLAYTON, DE   19938",(302) 653-6633,"PO BOX 218
          CLAYTON, DE   19938",7687,,,13-034-5911,5,9,06/16/2022,"10,000 (2022)"
CARRIER,ACTIVE,None,STANDARD DISTRIBUTING CO,STANDARD DISTRIBUTING,"100 S MEWS DR
            NEW CASTLE, DE   19720",(302) 655-5511,"100 S MEWS DR
          NEW CASTLE, DE   19720",7698,,,38-523-73,30,32,08/25/2023,
CARRIER,ACTIVE,None,STEEL SUPPLIERS ERECTORS INC,,"701 E FRONT ST
            WILMINGTON, DE   19801",(302) 654-5243,"P O BOX 2662
          WILMINGTON, DE   19805-0662",7704,,,98-000-98,3,2,06/08/2022,"12,410 (2021)"
CARRIER,ACTIVE,None,J E TANKARD III,THE TANKARD NURSERIES INC,"4517 BAYSIDE ROAD
            EXMORE, VA   23350",(757) 442-6112,"PO BOX 649
          EXMORE, VA   23350",7723,,,--,6,6,03/07/2023,"228,963 (2022)"
CARRIER,ACTIVE,None,NORRIS E TAYLOR CONTRACTORS INC,,"8480 OCEAN GATEWAY
            EASTON, MD   21601",(410) 822-2050,"8480 OCEAN GATEWAY
          EASTON, MD   21601",7728,,,31-080-73,12,9,07/28/2010,"136,683 (2005)"
CARRIER,ACTIVE,None,TEAL CONSTRUCTION INC,,"612 MARY STREET
            DOVER, DE   19904-3024",(302) 678-9500,"P O BOX 779
          DOVER, DE   19903-0779",7729,,,43-581-057,42,24,03/23/2023,"630,000 (2022)"
CARRIER/SHIPPER,AUTHORIZED FOR Property,None,TIDEWATER DIRECT LLC,,"300 TIDEWATER DRIVE
            CENTREVILLE, MD   21617",(410) 758-1500,"300 TIDEWATER DRIVE
          CENTREVILLE, MD   21617",7735,,MC-646270,61-468-4996,6,5,04/25/2023,"386,940 (2022)"
CARRIER,ACTIVE,None,JOHN F TILGHMAN & SONS INC,TILGHMAN OIL COMPANY,"121 COLUMBIA ROAD
            SALISBURY, MD   21801",(410) 548-2359,"121 COLUMBIA ROAD
          SALISBURY, MD   21801",7737,,,22-587-950,11,5,07/17/2023,"92,785 (2022)"
CARRIER,ACTIVE,None,TIRE SALES LLC,THE TSS GROUP,"2610 S BLACK HORSE PIKE SUITE 1
            WILLIAMSTOWN, NJ   08094",(302) 994-2900,"2610 S BLACK HORSE PIKE STE 1
          WILLIAMSTOWN, NJ   08094",7740,,,51-411-668,10,10,10/03/2022,"110,000 (2021)"
CARRIER,AUTHORIZED FOR Property,None,TRI-GAS & OIL CO INC,PEPUP,"3941 FEDERALSBURG HIGHWAY
            FEDERALSBURG, MD   21632",(410) 754-8184,"P O BOX 465
          FEDERASLBURG, MD   21632",7750,,MC-160232,22-587-976,162,159,10/27/2023,"1,204,051 (2022)"
CARRIER,ACTIVE,None,UNITED SHELLFISH INC,,"407 N KENT NARROWS WAY
            GRASONVILLE, MD   21638",(410) 827-8171,"P O BOX 146
          GRASONVILLE, MD   21638-0146",7754,,,22-603-096,23,23,03/06/2023,"1,550,000 (2022)"
CARRIER,ACTIVE,None,UNITED ELECTRIC SUPPLY COMPANY INC,UNITED ELECTRIC SUPPLY,"10 BELLECOR DRIVE
            NEW CASTLE, DE   19720-1760",(302) 322-3333,"10 BELLECOR DRIVE
          NEW CASTLE, DE   19720-1760",7755,,,--,39,37,05/16/2023,"1,300,000 (2022)"
CARRIER,ACTIVE,None,JOSEPH J MARSHALL,JJ MARSHALL BUS CO LLC,"27 FIRETOWER RD
            PORT DEPOSIT, MD   21904",(410) 378-2619,"27 FIRETOWER RD
          PORT DEPOSIT, MD   21904",7765,,,--,3,3,02/06/2014,
CARRIER/SHIPPER,ACTIVE,None,DENVER WHOLESALE FLORIST CO,,"4800 DAHLIA ST
            DENVER, CO   80216",(303) 376-3101,"P O BOX 173354
          DENVER, CO   80217",7774,,,79-700-64,3,16,03/22/2021,"96,243 (2016)"
CARRIER,ACTIVE,None,DENVER DRILLING & EQUIPMENT CO,,"15337 HWY 34
            FORT MORGAN, CO   80701-8306",(970) 867-6298,"P O BOX 285
          FORT MORGAN, CO   80701-0285",7783,,,64-044-175,3,1,,0 ()
CARRIER,AUTHORIZED FOR Property,None,BUCKLEY POWDER CO,,"42 INVERNESS DRIVE EAST
            ENGLEWOOD, CO   80112",(303) 790-7007,"42 INVERNESS DRIVE EAST
          ENGLEWOOD, CO   80112",7806,,MC-235811,74-308-87,217,196,05/20/2022,"4,455,693 (2021)"
CARRIER,ACTIVE,None,LEROY GRIPPIN JR,EARL GRIPPIN TRUCKING,"23231 CR 23
            FORT MORGAN, CO   80701",(970) 467-1520,"PO BOX 405
          BRUSH, CO   80723",7840,,,--,1,2,10/25/2022,"10,000 (2021)"
CARRIER,AUTHORIZED FOR Property,None,G & G TRUCKING LLC,,"22113 COUNTY ROAD BB
            ALAMOSA, CO   81101-8712",(719) 580-5502,"22113 COUNTY ROAD BB
          ALAMOSA, CO   81101-8712",7855,,MC-256182,55-421-473,3,2,12/06/2023,"143,737 (2022)"
CARRIER,ACTIVE,None,BASIN COOP INC,,"26103 HWY 160
            DURANGO, CO   81301-7964",(970) 247-3066,"26103 HWY 160
          DURANGO, CO   81301-7964",7870,,,70-617-24,38,30,01/16/2023,"360,000 (2022)"
CARRIER,AUTHORIZED FOR Property,None,ARVADA TRANSFER COMPANY,ARVADA GLOBE TRUCKING INC,"18683 WELD COUNTY ROAD 15
            JOHNSTOWN, CO   80534",(303) 287-3397,"18683 WELD COUNTY ROAD 15
          JOHNSTOWN, CO   80534",7886,,MC-39963,--,10,10,04/12/2022,"350,000 (2022)"
CARRIER,AUTHORIZED,None,DANIELS MOVING AND STORAGE INC,,"2325 SINTON RD
            COLORADO SPRINGS, CO   80907",(719) 634-4828,"2325 SINTON RD
          COLORADO SPRINGS, CO   80907",7901,,MC-135273,48-127-492,6,4,12/18/2023,"30,000 (2021)"
CARRIER,ACTIVE,None,HEATH & SON & TURPIN TRUCKING INC,,"111 NORTH 3RD STREET
            LAMAR, CO   81052-2711",(719) 336-2273,"P O BOX 1078
          LAMAR, CO   81052-1078",7909,,,54-934-922,3,8,08/21/2023,"691,838 (2022)"
CARRIER,ACTIVE,None,CAESARS ENTERTAINMENT OPERATING COMPANY INC,HARRAH'S LAKE TAHOE,"15 HIGHWAY 50
            STATELINE, NV   89449",(775) 683-5670,"15 HIGHWAY 50
          STATELINE, NV   89449",7937,,,92-384-78,34,19,07/23/2023,"646,187 (2022)"
CARRIER,ACTIVE,None,4 CORNERS DISTRIBUTING CO,DURANGO ICE & PRODUCE CO,"796 SAWMILL ROAD T
            DURANGO, CO   81302",(970) 247-2330,"PO BOX 2428
          DURANGO, CO   81302",7938,,,--,7,8,08/05/2005,"115,000 (2004)"
CARRIER,ACTIVE,None,ELCAR FENCE & SUPPLY CO,,"2155 S VALENTIA ST
            DENVER, CO   80231",(303) 755-5211,"2155 S VALENTIA ST
          DENVER, CO   80231",7943,,,--,13,13,09/04/2003,"12,500 (2002)"
CARRIER/SHIPPER,ACTIVE,None,WILLIAM L BONNELL COMPANY INC,,"25 BONNELL ST
            NEWNAN, GA   30263-1603",(770) 252-7241,"P O BOX 428
          NEWNAN, GA   30264-0428",7972,,,00-327-3224,2,2,02/27/2007,"20,000 (2006)"
CARRIER,ACTIVE,None,A M BRASWELL JR FOOD COMPANY INC,BRASWELL FOODS,"226 N ZETTEROWER AVE
            STATESBORO, GA   30458",(912) 764-6191,"PO BOX 485
          STATESBORO, GA   30458",7973,,,33-256-85,1,1,03/13/2023,"55,000 (2023)"
CARRIER/BROKER,AUTHORIZED FOR Property,None,E L FARMER AND COMPANY,CKJ TRANSPORT,"1006 S COUNTY ROAD WEST
            ODESSA, TX   79763",(214) 966-0499,"PO BOX 3512
          ODESSA, TX   79760",7986,,MC-110817,87-773-10,102,90,07/28/2023,"2,695,979 (2022)"
CARRIER,ACTIVE,None,ALLIANCE TRACTOR & IMPLEMENT CO,,"919 FLACK AVENUE
            ALLIANCE, NE   69301",(308) 762-5010,"P O BOX 657
          ALLIANCE, NE   69301-0657",8017,,,34-973-065,1,1,07/14/2023,"10,000 (2022)"
CARRIER,AUTHORIZED FOR Property,None,TURNER HOLDINGS LLC,,"2040 MADISON
            MEMPHIS, TN   38104",(901) 272-5243,"2040 MADISON
          MEMPHIS, TN   38104",8025,,MC-256895,86-753-9926,217,338,06/16/2023,"2,617,629 (2021)"
CARRIER,ACTIVE,None,TRUMBO INC,,"1106 KANSAS ST
            MEMPHIS, TN   38106",(901) 948-7664,"1106 KANSAS ST
          MEMPHIS, TN   38106",8034,,,70-366-8,4,2,04/12/2023,"10,000 (2022)"
CARRIER,AUTHORIZED FOR Property,None,THE TROXEL COMPANY,,"11495 HWY 57
            MOSCOW, TN   38057-0276",(901) 877-6936,"PO BOX 276
          MOSCOW, TN   38057-0276",8036,,MC-195533,70-206-13,1,1,07/19/2022,"147,963 (2020)"
CARRIER,ACTIVE,None,TRI-STATE TRUCK CENTER INC,TRI-STATE LEASING,"494 EH CRUMP BLVD
            MEMPHIS, TN   38126",(901) 947-5000,"P O BOX 405
          MEMPHIS, TN   38101-0405",8039,,,--,596,1,09/12/2023,"11,067,000 (2022)"
CARRIER,ACTIVE,None,TRI-STATE ARMATURE & ELECTRICAL WORKS INC,,"330 G E PATTERSON AVENUE
            MEMPHIS, TN   38126-3321",(901) 527-8412,"P O BOX 466
          MEMPHIS, TN   38101-0466",8043,,,89-435-24,6,6,03/29/2022,"230,000 (2019)"
CARRIER,ACTIVE,None,UNITED CONTAINER INC,,"PO BOX 297
            MILAN, TN   38358",,"PO BOX 297
          MILAN, TN   38358",8114,,,00-702-9713,1,1,05/03/2001,"1,500 (2000)"
CARRIER,AUTHORIZED FOR Property,None,SCOTT STREET TOMATO HOUSE INC,,"2651 FAXON AVENUE
            MEMPHIS, TN   38112-2217",(901) 454-1151,"PO BOX 22407
          MEMPHIS, TN   38122-0407",8134,,MC-188209,49-113-434,7,5,04/07/2023,"260,000 (2022)"
CARRIER,ACTIVE,None,SRG GLOBAL LLC,,"12553 DELTA STREET
            TAYLOR, MI   48180",(248) 509-1100,"12553 DELTA STREET
          TAYLOR, MI   48180",8156,,,61-652-202,1,2,03/09/2023,"4,500 (2022)"
CARRIER/SHIPPER,ACTIVE,None,AKS LLC,A KARCHMER AND SON,"385 WEST TRIGG
            MEMPHIS, TN   38106-2510",(901) 947-1161,"P O  BOX 801
          MEMPHIS, TN   38101-0945",8177,,,53-789-616,2,2,10/18/2022,"145,000 (2022)"
CARRIER,ACTIVE,None,ALCO MANUFACTURING CORPORATION LLC,,"293 PATRIOT WAY
            ROCHESTER, NY   14624",(158) 546-9000,"293 PATRIOT WAY
          ROCHESTER, NY   14624",8178,,,82-928-8203,3,3,08/01/2023,"5,000 (2022)"
CARRIER,ACTIVE,None,J C JOURDAN LUMBER CO,,"418 CR995 AIRPORT ROAD
            IUKA, MS   38852-2328",(662) 323-5238,"P O BOX 300
          IUKA, MS   38852-0300",8181,,,33-336-496,1,1,11/20/2023,100 (2023)
CARRIER,ACTIVE,None,JESCO INC,,"202 S SPRING ST
            FULTON, MS   38843",(662) 862-3121,"PO BOX 789
          FULTON, MS   38843",8211,,,48-021-12,4,2,01/04/2023,"40,000 (2022)"
CARRIER,ACTIVE,None,H W JENKINS COMPANY,,"4155 PIDGEON ROOST RD
            MEMPHIS, TN   38118-0347",(901) 363-7641,"P  O  BOX 18347
          MEMPHIS, TN   38181-0347",8216,,,34-772-822,5,3,09/13/2023,"145,000 (2012)"
CARRIER,ACTIVE,None,IMPLEMENT SALES COMPANY INC,,"2242 KOETTER DR
            CLARKSVILLE, IN   47129",(204) 477-2576,"PO BOX 352
          WALHALLA, ND   58282",8246,,,70-403-30,10,10,12/05/2023,"1,462 (2023)"
CARRIER,AUTHORIZED FOR Property,None,GRAYPORT TRANSFER & STORAGE CO INC,,"2208 COMMERCE ST
            ABERDEEN, WA   98520",(360) 532-9532,"2208COMMERCE
          ABERDEEN, WA   98520",8254,,MC-147750,94-971-57,1,4,04/12/2023,"25,000 (2022)"
CARRIER/BROKER,AUTHORIZED FOR Property,None,HANSEN BROS TRANSFER & STORAGE CO INC,HANSEN BROS MOVING & STORAGE,"10750 AURORA AVE N
            SEATTLE, WA   98133-8883",(206) 365-4454,"10750 AURORA AVE N
          SEATTLE, WA   98133-8883",8257,,MC-59073,27-435-502,37,37,07/21/2023,"300,000 (2022)"
CARRIER,NOT AUTHORIZED,None,EARL HANSON TRUCKING LLC,EARL HANSON TRUCKING INC,"1215 S 2ND
            MOUNT VERNON, WA   98273",(360) 424-1240,"P O BOX 1312
          MOUNT VERNON, WA   98273",8258,,MC-146740,--,3,1,08/04/2003,"35,000 (2001)"
CARRIER,AUTHORIZED FOR Property,None,HARMS PACIFIC TRANSPORT INC,,"3220 N GLADE RD
            PASCO, WA   99301",(509) 547-0011,"P O  BOX 1164
          PASCO, WA   99301",8259,,MC-89693,70-054-895,37,28,09/07/2023,"2,531,325 (2022)"
CARRIER,AUTHORIZED FOR Property,None,HOGLAND TRANSFER COMPANY INC,,"6605 HARDESON RD SUITE 101
            EVERETT, WA   98203",(425) 407-1011,"6605 HARDESON RD SUITE 101
          EVERETT, WA   98203",8264,,MC-40505,27-989-24,59,48,05/23/2023,"1,854,777 (2022)"
CARRIER/SHIPPER,NOT AUTHORIZED,None,HORTON'S TOWING AND AUTOMOTIVE REPAIR INC,,"4056 BAKERVIEW VALLEY RD
            BELLINGHAM, WA   98226",(360) 733-1230,"4056 BAKERVIEW VALLEY RD
          BELLINGHAM, WA   98226",8265,,MC-126990,47-480-744,1,1,03/09/2022,1 (2021)
CARRIER,AUTHORIZED FOR Property,None,JOHNSON'S TOWING INC,,"4058 BAKERVIEW VALLEY RD
            BELLINGHAM, WA   98226",(360) 733-4232,"4058 BAKERVIEW VALLEY RD
          BELLINGHAM, WA   98226",8277,,MC-134512,61-674-560,7,6,09/20/2023,"84,215 (2022)"
CARRIER/CARGO TANK,AUTHORIZED FOR Property,None,LEE & EASTES TANK LINES INC,,"2418 AIRPORT WAY S
            SEATTLE, WA   98134-2052",(206) 623-5400,"2418 AIRPORT WAY S
          SEATTLE, WA   98134-2052",8286,,MC-108703,38-935-59,29,22,05/16/2023,"1,500,000 (2022)"
CARRIER,"AUTHORIZED FOR Property, HHG",None,LILE INTERNATIONAL COMPANIES INC,,"8060 SW PFAFFLE ST S-200
            TIGARD, OR   97223",(503) 726-4800,"8060 SW PFAFFLE ST S-200
          TIGARD, OR   97223",8287,,MC-608976,94-976-86,89,89,08/23/2022,"781,296 (2021)"
CARRIER,NOT AUTHORIZED,None,DANIEL JC POST,POST SERVICES,"132 SAGE LANE
            LOPEZ ISLAND, WA   98261",(360) 468-4818,"132 SAGE LANE
          LOPEZ ISLAND, WA   98261",8292,,MC-455850,--,1,1,01/15/2023,"1,800 (2022)"
CARRIER/BROKER,AUTHORIZED FOR Property,None,LYNDEN TRANSPORT INC,,"18000 INTERNATIONAL BLVD SUITE 800
            SEATTLE, WA   98188",(800) 426-5702,"P O BOX 3725
          SEATTLE, WA   98124-3725",8294,,MC-65802,27-992-60,226,197,03/07/2023,"791,466 (2022)"
CARRIER,AUTHORIZED FOR Property,None,M C PARCEL DELIVERY INC,M C DELIVERY,"1410 MARTIN LUTHER KING JR WAY
            TACOMA, WA   98405",(253) 272-1800,"1410 MARTIN LUTHER KING JR WAY
          TACOMA, WA   98405",8298,,MC-136860,94-977-69,27,13,07/11/2023,"415,016 (2022)"
CARRIER,AUTHORIZED FOR Property,None,NATIONAL TRANSFER INC,NATIONAL MOTOR FREIGHT,"7503 NE 101ST ST
            VANCOUVER, WA   98662",(360) 574-5829,"7503 NE 101ST ST
          VANCOUVER, WA   98662",8310,,MC-109172,13-406-86,6,7,07/13/2023,"124,513 (2021)"
CARRIER/BROKER,AUTHORIZED FOR Property,None,OAK HARBOR FREIGHT LINES INC,,"1339 WEST VALLEY HWY NORTH
            AUBURN, WA   98001",(206) 246-2600,"PO BOX 1469
          AUBURN, WA   98071-1469",8314,,MC-139763,27-883-47,865,"1,051",04/28/2023,"45,171,487 (2021)"
CARRIER,AUTHORIZED FOR Property,None,ORCAS ISLAND FREIGHT LINES INC,,"34B WEST BEACH ROAD
            EASTSOUND, WA   98245",(360) 376-2303,"34B WEST BEACH ROAD
          EASTSOUND, WA   98245",8318,,MC-111115,59-321-307,12,5,06/15/2023,"100,000 (2022)"
CARRIER,AUTHORIZED FOR Property,None,PACIFIC NORTHWEST MOTOR FREIGHT LINES INC,,"275 PINE FOREST ROAD
            GOLDENDALE, WA   98620",(206) 983-8049,"275 PINE FOREST ROAD
          GOLDENDALE, WA   98620",8324,,MC-66124,27-883-96,2,2,05/16/2022,"149,993 (2021)"
CARRIER,AUTHORIZED FOR Property,None,PENINSULA TRUCK LINES INC,,"33455 6TH AVE S
            FEDERAL WAY, WA   98003",(253) 929-2000,"33455 6TH AVE S
          FEDERAL WAY, WA   98003",8329,,MC-113165,27-884-38,354,374,09/18/2023,"14,178,903 (2022)"
CARRIER,AUTHORIZED FOR Property,None,PETERSEN NORTHWEST CORPORATION,,"21841 PACIFIC HWY SO
            DES MOINES, WA   98198",(206) 878-8400,"PO BOX 98783
          DES MOINES, WA   98198",8331,,MC-136927,--,9,6,01/05/2023,"214,256 (2022)"
CARRIER,AUTHORIZED FOR Property,None,POZZI BROTHERS TRANSPORTATION INC,,"21441 76TH AVE S
            KENT, WA   98032",(253) 872-3590,"P O BOX 776
          KENT, WA   98035-0776",8334,,MC-7205,58-453-00,48,40,04/06/2023,"800,000 (2021)"
CARRIER,ACTIVE,None,S & M SUPPLY CO INC,,"2140 AMNICOLA HWY
            CHATTANOOGA, TN   37406-2305",(423) 622-3333,"2140 AMNICOLA HWY
          CHATTANOOGA, TN   37406-2305",8344,,,34-584-607,10,5,04/27/2022,"31,473 (2014)"
CARRIER,AUTHORIZED FOR Property,None,SADLER BROS TRUCKING & LEASING CO INC,,"436 ENOS REED DR
            NASHVILLE, TN   37210-4302",(615) 256-4911,"436 ENOS REED DR
          NASHVILLE, TN   37210-4302",8350,,MC-215314,34-845-214,103,120,08/14/2023,"7,066,826 (2021)"
CARRIER,AUTHORIZED FOR Property,None,SISKIN STEEL & SUPPLY CO INC,,"1901 RIVERFRONT PARKWAY
            CHATTANOOGA, TN   37408-1037",(423) 756-3671,"PO BOX 1191
          CHATTANOOGA, TN   37401-1191",8389,,MC-254092,79-208-87,63,58,09/06/2022,"3,619,000 (2021)"
CARRIER,ACTIVE,None,INSULATION & REFRACTORIES SERVICES INC,,"462 DECATUR ST
            MEMPHIS, TN   38105",(901) 522-4300,"462 DECATUR ST
          MEMPHIS, TN   38105",8421,,,49-117-369,5,12,05/23/2023,"30,000 (2022)"
CARRIER,NOT AUTHORIZED,None,RIDDLE TRUCKING & CONCRETE INC,,"205  E COFFEE ST
            MANCHESTER, TN   37355",(931) 728-7505,"213  E COFFEE ST
          MANCHESTER, TN   37355",8503,,MC-256457,78-237-831,3,1,03/03/2004,0 ()
CARRIER,AUTHORIZED FOR Property,None,CARL E ROGERS,ROGERS EXPRESS INC,"207 CELINA HWY
            LIVINGSTON, TN   38570",(931) 823-2115,"207 CELINA HWY
          LIVINGSTON, TN   38570",8517,,MC-259766,--,1,2,05/05/2023,"90,000 (2022)"
CARRIER/SHIPPER,ACTIVE,None,GRANGE COOPERATIVE SUPPLY ASSN,,"2833 N  PACIFIC HWY
            MEDFORD, OR   97501",(541) 664-1261,"PO BOX 3637
          CENTRAL POINT, OR   97502-0026",8541,,,90-435-55,8,6,11/15/2021,"301,242 (2020)"
